,법정동코드,법정동명,폐지여부
21996,4485040034,충청남도 천원군 입장면 산정리,폐지
21997,4485040035,충청남도 천원군 입장면 도하리,폐지
21998,4485040036,충청남도 천원군 입장면 연곡리,폐지
21999,4485040037,충청남도 천원군 입장면 가산리,폐지
22000,4485040038,충청남도 천원군 입장면 유리,폐지
22001,4485040039,충청남도 천원군 입장면 독정리,폐지
22002,4485049100,충청남도 천원군 입장면,폐지
22003,4486000000,충청남도 천안군,폐지
22004,4486011000,충청남도 천안군 성환읍,폐지
22005,4486011021,충청남도 천안군 성환읍 성환리,폐지
22006,4486011022,충청남도 천안군 성환읍 성월리,폐지
22007,4486011023,충청남도 천안군 성환읍 매주리,폐지
22008,4486011024,충청남도 천안군 성환읍 율금리,폐지
22009,4486011025,충청남도 천안군 성환읍 왕림리,폐지
22010,4486011026,충청남도 천안군 성환읍 신방리,폐지
22011,4486011027,충청남도 천안군 성환읍 송덕리,폐지
22012,4486011028,충청남도 천안군 성환읍 우신리,폐지
22013,4486011029,충청남도 천안군 성환읍 어룡리,폐지
22014,4486011030,충청남도 천안군 성환읍 복모리,폐지
22015,4486011031,충청남도 천안군 성환읍 신가리,폐지
22016,4486011032,충청남도 천안군 성환읍 와룡리,폐지
22017,4486011033,충청남도 천안군 성환읍 학정리,폐지
22018,4486011034,충청남도 천안군 성환읍 대홍리,폐지
22019,4486011035,충청남도 천안군 성환읍 수향리,폐지
22020,4486011036,충청남도 천안군 성환읍 안궁리,폐지
22021,4486011037,충청남도 천안군 성환읍 양령리,폐지
22022,4486011038,충청남도 천안군 성환읍 도하리,폐지
22023,4486012000,충청남도 천안군 성거읍,폐지
22024,4486012021,충청남도 천안군 성거읍 송남리,폐지
22025,4486012022,충청남도 천안군 성거읍 천흥리,폐지
22026,4486012023,충청남도 천안군 성거읍 오목리,폐지
22027,4486012024,충청남도 천안군 성거읍 오색당리,폐지
22028,4486012025,충청남도 천안군 성거읍 저리,폐지
22029,4486012026,충청남도 천안군 성거읍 모전리,폐지
22030,4486012027,충청남도 천안군 성거읍 삼곡리,폐지
22031,4486012028,충청남도 천안군 성거읍 정촌리,폐지
22032,4486012029,충청남도 천안군 성거읍 문덕리,폐지
22033,4486012030,충청남도 천안군 성거읍 석교리,폐지
22034,4486012031,충청남도 천안군 성거읍 요방리,폐지
22035,4486012032,충청남도 천안군 성거읍 소우리,폐지
22036,4486012033,충청남도 천안군 성거읍 신월리,폐지
22037,4486031000,충청남도 천안군 풍세면,폐지
22038,4486031021,충청남도 천안군 풍세면 풍서리,폐지
22039,4486031022,충청남도 천안군 풍세면 가송리,폐지
22040,4486031023,충청남도 천안군 풍세면 미죽리,폐지
22041,4486031024,충청남도 천안군 풍세면 두남리,폐지
22042,4486031025,충청남도 천안군 풍세면 남관리,폐지
22043,4486031026,충청남도 천안군 풍세면 삼태리,폐지
22044,4486031027,충청남도 천안군 풍세면 용정리,폐지
22045,4486031028,충청남도 천안군 풍세면 보성리,폐지
22046,4486032000,충청남도 천안군 광덕면,폐지
22047,4486032021,충청남도 천안군 광덕면 광덕리,폐지
22048,4486032022,충청남도 천안군 광덕면 지장리,폐지
22049,4486032023,충청남도 천안군 광덕면 보산원리,폐지
22050,4486032024,충청남도 천안군 광덕면 대덕리,폐지
22051,4486032025,충청남도 천안군 광덕면 매당리,폐지
22052,4486032026,충청남도 천안군 광덕면 신흥리,폐지
22053,4486032027,충청남도 천안군 광덕면 무학리,폐지
22054,4486032028,충청남도 천안군 광덕면 신덕리,폐지
22055,4486032029,충청남도 천안군 광덕면 행정리,폐지
22056,4486032030,충청남도 천안군 광덕면 대평리,폐지
22057,4486032031,충청남도 천안군 광덕면 원덕리,폐지
22058,4486033000,충청남도 천안군 목천면,폐지
22059,4486033021,충청남도 천안군 목천면 서리,폐지
22060,4486033022,충청남도 천안군 목천면 동리,폐지
22061,4486033023,충청남도 천안군 목천면 교천리,폐지
22062,4486033024,충청남도 천안군 목천면 서흥리,폐지
22063,4486033025,충청남도 천안군 목천면 덕전리,폐지
22064,4486033026,충청남도 천안군 목천면 송전리,폐지
22065,4486033027,충청남도 천안군 목천면 석천리,폐지
22066,4486033028,충청남도 천안군 목천면 동평리,폐지
22067,4486033029,충청남도 천안군 목천면 운전리,폐지
22068,4486033030,충청남도 천안군 목천면 남화리,폐지
22069,4486033031,충청남도 천안군 목천면 지산리,폐지
22070,4486033032,충청남도 천안군 목천면 교촌리,폐지
22071,4486033033,충청남도 천안군 목천면 신계리,폐지
22072,4486033034,충청남도 천안군 목천면 천정리,폐지
22073,4486033035,충청남도 천안군 목천면 응원리,폐지
22074,4486033036,충청남도 천안군 목천면 삼성리,폐지
22075,4486033037,충청남도 천안군 목천면 도장리,폐지
22076,4486033038,충청남도 천안군 목천면 소사리,폐지
22077,4486034000,충청남도 천안군 북면,폐지
22078,4486034021,충청남도 천안군 북면 연춘리,폐지
22079,4486034022,충청남도 천안군 북면 상동리,폐지
22080,4486034023,충청남도 천안군 북면 은지리,폐지
22081,4486034024,충청남도 천안군 북면 용암리,폐지
22082,4486034025,충청남도 천안군 북면 매송리,폐지
22083,4486034026,충청남도 천안군 북면 명덕리,폐지
22084,4486034027,충청남도 천안군 북면 오곡리,폐지
22085,4486034028,충청남도 천안군 북면 사담리,폐지
22086,4486034029,충청남도 천안군 북면 전곡리,폐지
22087,4486034030,충청남도 천안군 북면 양곡리,폐지
22088,4486034031,충청남도 천안군 북면 납안리,폐지
22089,4486034032,충청남도 천안군 북면 운용리,폐지
22090,4486034033,충청남도 천안군 북면 대평리,폐지
22091,4486035000,충청남도 천안군 성남면,폐지
22092,4486035021,충청남도 천안군 성남면 신덕리,폐지
22093,4486035022,충청남도 천안군 성남면 봉양리,폐지
22094,4486035023,충청남도 천안군 성남면 대흥리,폐지
22095,4486035024,충청남도 천안군 성남면 대정리,폐지
22096,4486035025,충청남도 천안군 성남면 석곡리,폐지
22097,4486035026,충청남도 천안군 성남면 용원리,폐지
22098,4486035027,충청남도 천안군 성남면 신사리,폐지
22099,4486035028,충청남도 천안군 성남면 대화리,폐지
22100,4486035029,충청남도 천안군 성남면 화성리,폐지
22101,4486036000,충청남도 천안군 수신면,폐지
22102,4486036021,충청남도 천안군 수신면 속창리,폐지
22103,4486036022,충청남도 천안군 수신면 신풍리,폐지
22104,4486036023,충청남도 천안군 수신면 해정리,폐지
22105,4486036024,충청남도 천안군 수신면 백자리,폐지
22106,4486036025,충청남도 천안군 수신면 발산리,폐지
22107,4486036026,충청남도 천안군 수신면 장산리,폐지
22108,4486037000,충청남도 천안군 병천면,폐지
22109,4486037021,충청남도 천안군 병천면 가전리,폐지
22110,4486037022,충청남도 천안군 병천면 병천리,폐지
22111,4486037023,충청남도 천안군 병천면 탑원리,폐지
22112,4486037024,충청남도 천안군 병천면 도원리,폐지
22113,4486037025,충청남도 천안군 병천면 매성리,폐지
22114,4486037026,충청남도 천안군 병천면 관성리,폐지
22115,4486037027,충청남도 천안군 병천면 봉항리,폐지
22116,4486037028,충청남도 천안군 병천면 용두리,폐지
22117,4486037029,충청남도 천안군 병천면 복다회리,폐지
22118,4486038000,충청남도 천안군 동면,폐지
22119,4486038021,충청남도 천안군 동면 구도리,폐지
22120,4486038022,충청남도 천안군 동면 송연리,폐지
22121,4486038023,충청남도 천안군 동면 화계리,폐지
22122,4486038024,충청남도 천안군 동면 광덕리,폐지
22123,4486038025,충청남도 천안군 동면 동산리,폐지
22124,4486038026,충청남도 천안군 동면 행암리,폐지
22125,4486038027,충청남도 천안군 동면 덕성리,폐지
22126,4486038028,충청남도 천안군 동면 죽계리,폐지
22127,4486038029,충청남도 천안군 동면 장송리,폐지
22128,4486038030,충청남도 천안군 동면 수남리,폐지
22129,4486038031,충청남도 천안군 동면 화덕리,폐지
22130,4486039000,충청남도 천안군 직산면,폐지
22131,4486039021,충청남도 천안군 직산면 군동리,폐지
22132,4486039022,충청남도 천안군 직산면 군서리,폐지
22133,4486039023,충청남도 천안군 직산면 남산리,폐지
22134,4486039024,충청남도 천안군 직산면 판정리,폐지
22135,4486039025,충청남도 천안군 직산면 수헐리,폐지
22136,4486039026,충청남도 천안군 직산면 삼은리,폐지
22137,4486039027,충청남도 천안군 직산면 상덕리,폐지
22138,4486039028,충청남도 천안군 직산면 부송리,폐지
22139,4486039029,충청남도 천안군 직산면 모시리,폐지
22140,4486039030,충청남도 천안군 직산면 자은가리,폐지
22141,4486039031,충청남도 천안군 직산면 양당리,폐지
22142,4486039032,충청남도 천안군 직산면 신갈리,폐지
22143,4486039033,충청남도 천안군 직산면 마정리,폐지
22144,4486039034,충청남도 천안군 직산면 석곡리,폐지
22145,4486040000,충청남도 천안군 입장면,폐지
22146,4486040021,충청남도 천안군 입장면 하장리,폐지
22147,4486040022,충청남도 천안군 입장면 상장리,폐지
22148,4486040023,충청남도 천안군 입장면 기로리,폐지
22149,4486040024,충청남도 천안군 입장면 도림리,폐지
22150,4486040025,충청남도 천안군 입장면 양대리,폐지
22151,4486040026,충청남도 천안군 입장면 홍천리,폐지
22152,4486040027,충청남도 천안군 입장면 호당리,폐지
22153,4486040028,충청남도 천안군 입장면 시장리,폐지
22154,4486040029,충청남도 천안군 입장면 효계리,폐지
22155,4486040030,충청남도 천안군 입장면 신덕리,폐지
22156,4486040031,충청남도 천안군 입장면 신두리,폐지
22157,4486040032,충청남도 천안군 입장면 용정리,폐지
22158,4486040033,충청남도 천안군 입장면 흑암리,폐지
22159,4486040034,충청남도 천안군 입장면 산정리,폐지
22160,4486040035,충청남도 천안군 입장면 도하리,폐지
22161,4486040036,충청남도 천안군 입장면 연곡리,폐지
22162,4486040037,충청남도 천안군 입장면 가산리,폐지
22163,4486040038,충청남도 천안군 입장면 유리,폐지
22164,4486040039,충청남도 천안군 입장면 독정리,폐지
22165,4500000000,전라북도,존재
22166,4505000000,전라북도 금산군,폐지
22167,4505001000,전라북도 금산군 금산읍,폐지
22168,4505001001,전라북도 금산군 금산읍 신대리,폐지
22169,4505001002,전라북도 금산군 금산읍 중도리,폐지
22170,4505001003,전라북도 금산군 금산읍 하옥리,폐지
22171,4505001004,전라북도 금산군 금산읍 상리,폐지
22172,4505001005,전라북도 금산군 금산읍 아인리,폐지
22173,4505001006,전라북도 금산군 금산읍 계진리,폐지
22174,4505001007,전라북도 금산군 금산읍 음지리,폐지
22175,4505001008,전라북도 금산군 금산읍 양지리,폐지
22176,4505001009,전라북도 금산군 금산읍 상옥리,폐지
22177,4505003000,전라북도 금산군 금성면,폐지
22178,4505003001,전라북도 금산군 금성면 양전리,폐지
22179,4505003002,전라북도 금산군 금성면 도곡리,폐지
22180,4505003003,전라북도 금산군 금성면 화림리,폐지
22181,4505003004,전라북도 금산군 금성면 상가리,폐지
22182,4505003005,전라북도 금산군 금성면 파초리,폐지
22183,4505003006,전라북도 금산군 금성면 하류리,폐지
22184,4505003007,전라북도 금산군 금성면 의총리,폐지
22185,4505003008,전라북도 금산군 금성면 마수리,폐지
22186,4505003009,전라북도 금산군 금성면 화신리,폐지
22187,4505003010,전라북도 금산군 금성면 대암리,폐지
22188,4505003011,전라북도 금산군 금성면 두곡리,폐지
22189,4505003500,전라북도 금산군 제원면,폐지
22190,4505003501,전라북도 금산군 제원면 제원리,폐지
22191,4505003502,전라북도 금산군 제원면 명암리,폐지
22192,4505003503,전라북도 금산군 제원면 수당리,폐지
22193,4505003504,전라북도 금산군 제원면 명곡리,폐지
22194,4505003505,전라북도 금산군 제원면 구억리,폐지
22195,4505003506,전라북도 금산군 제원면 동곡리,폐지
22196,4505003507,전라북도 금산군 제원면 길곡리,폐지
22197,4505003508,전라북도 금산군 제원면 신안리,폐지
22198,4505003509,전라북도 금산군 제원면 대산리,폐지
22199,4505003510,전라북도 금산군 제원면 저곡리,폐지
22200,4505003511,전라북도 금산군 제원면 금성리,폐지
22201,4505003512,전라북도 금산군 제원면 용화리,폐지
22202,4505003513,전라북도 금산군 제원면 천내리,폐지
22203,4505004000,전라북도 금산군 부리면,폐지
22204,4505004001,전라북도 금산군 부리면 창평리,폐지
22205,4505004002,전라북도 금산군 부리면 선원리,폐지
22206,4505004003,전라북도 금산군 부리면 관천리,폐지
22207,4505004004,전라북도 금산군 부리면 불이리,폐지
22208,4505004005,전라북도 금산군 부리면 양곡리,폐지
22209,4505004006,전라북도 금산군 부리면 평촌리,폐지
22210,4505004007,전라북도 금산군 부리면 신촌리,폐지
22211,4505004008,전라북도 금산군 부리면 어재리,폐지
22212,4505004009,전라북도 금산군 부리면 예미리,폐지
22213,4505004010,전라북도 금산군 부리면 수통리,폐지
22214,4505004011,전라북도 금산군 부리면 방우리,폐지
22215,4505004012,전라북도 금산군 부리면 현내리,폐지
22216,4505004500,전라북도 금산군 군북면,폐지
22217,4505004501,전라북도 금산군 군북면 호티리,폐지
22218,4505004502,전라북도 금산군 군북면 내부리,폐지
22219,4505004503,전라북도 금산군 군북면 천기리,폐지
22220,4505004504,전라북도 금산군 군북면 와부리,폐지
22221,4505004505,전라북도 금산군 군북면 두두리,폐지
22222,4505004506,전라북도 금산군 군북면 동편리,폐지
22223,4505004507,전라북도 금산군 군북면 조정리,폐지
22224,4505004508,전라북도 금산군 군북면 보광리,폐지
22225,4505004509,전라북도 금산군 군북면 상곡리,폐지
22226,4505004510,전라북도 금산군 군북면 산안리,폐지
22227,4505005000,전라북도 금산군 남일면,폐지
22228,4505005001,전라북도 금산군 남일면 황봉리,폐지
22229,4505005002,전라북도 금산군 남일면 마장리,폐지
22230,4505005003,전라북도 금산군 남일면 상동리,폐지
22231,4505005004,전라북도 금산군 남일면 초현리,폐지
22232,4505005005,전라북도 금산군 남일면 덕천리,폐지
22233,4505005006,전라북도 금산군 남일면 선정리,폐지
22234,4505005007,전라북도 금산군 남일면 신동리,폐지
22235,4505005008,전라북도 금산군 남일면 음대리,폐지
22236,4505005009,전라북도 금산군 남일면 신천리,폐지
22237,4505005500,전라북도 금산군 남이면,폐지
22238,4505005501,전라북도 금산군 남이면 하금리,폐지
22239,4505005502,전라북도 금산군 남이면 상금리,폐지
22240,4505005503,전라북도 금산군 남이면 건천리,폐지
22241,4505005504,전라북도 금산군 남이면 역평리,폐지
22242,4505005505,전라북도 금산군 남이면 대양리,폐지
22243,4505005506,전라북도 금산군 남이면 흑암리,폐지
22244,4505005507,전라북도 금산군 남이면 구석리,폐지
22245,4505005508,전라북도 금산군 남이면 매곡리,폐지
22246,4505005509,전라북도 금산군 남이면 석동리,폐지
22247,4505005510,전라북도 금산군 남이면 성곡리,폐지
22248,4505006000,전라북도 금산군 진산면,폐지
22249,4505006001,전라북도 금산군 진산면 만악리,폐지
22250,4505006002,전라북도 금산군 진산면 엄정리,폐지
22251,4505006003,전라북도 금산군 진산면 부암리,폐지
22252,4505006004,전라북도 금산군 진산면 삼가리,폐지
22253,4505006005,전라북도 금산군 진산면 오항리,폐지
22254,4505006006,전라북도 금산군 진산면 석막리,폐지
22255,4505006007,전라북도 금산군 진산면 교촌리,폐지
22256,4505006008,전라북도 금산군 진산면 읍내리,폐지
22257,4505006009,전라북도 금산군 진산면 흑산리,폐지
22258,4505006010,전라북도 금산군 진산면 행정리,폐지
22259,4505006011,전라북도 금산군 진산면 두지리,폐지
22260,4505006012,전라북도 금산군 진산면 막현리,폐지
22261,4505006013,전라북도 금산군 진산면 지방리,폐지
22262,4505006500,전라북도 금산군 복수면,폐지
22263,4505006501,전라북도 금산군 복수면 용지리,폐지
22264,4505006502,전라북도 금산군 복수면 용진리,폐지
22265,4505006503,전라북도 금산군 복수면 다복리,폐지
22266,4505006504,전라북도 금산군 복수면 곡남리,폐지
22267,4505006505,전라북도 금산군 복수면 수영리,폐지
22268,4505006506,전라북도 금산군 복수면 목소리,폐지
22269,4505006507,전라북도 금산군 복수면 백암리,폐지
22270,4505006508,전라북도 금산군 복수면 구례리,폐지
22271,4505006509,전라북도 금산군 복수면 신대리,폐지
22272,4505006510,전라북도 금산군 복수면 지량리,폐지
22273,4505007000,전라북도 금산군 추부면,폐지
22274,4505007001,전라북도 금산군 추부면 추정리,폐지
22275,4505007002,전라북도 금산군 추부면 마전리,폐지
22276,4505007003,전라북도 금산군 추부면 비례리,폐지
22277,4505007004,전라북도 금산군 추부면 자부리,폐지
22278,4505007005,전라북도 금산군 추부면 요광리,폐지
22279,4505007006,전라북도 금산군 추부면 신평리,폐지
22280,4505007007,전라북도 금산군 추부면 성당리,폐지
22281,4505007008,전라북도 금산군 추부면 서대리,폐지
22282,4511000000,전라북도 전주시,존재
22283,4511000100,전라북도 전주시 중앙동1가,폐지
22284,4511000200,전라북도 전주시 중앙동2가,폐지
22285,4511000300,전라북도 전주시 중앙동3가,폐지
22286,4511000400,전라북도 전주시 중앙동4가,폐지
22287,4511000500,전라북도 전주시 경원동1가,폐지
22288,4511000600,전라북도 전주시 경원동2가,폐지
22289,4511000700,전라북도 전주시 경원동3가,폐지
22290,4511000800,전라북도 전주시 풍남동1가,폐지
22291,4511000900,전라북도 전주시 풍남동2가,폐지
22292,4511001000,전라북도 전주시 풍남동3가,폐지
22293,4511001100,전라북도 전주시 전동1가,폐지
22294,4511001200,전라북도 전주시 전동2가,폐지
22295,4511001300,전라북도 전주시 전동3가,폐지
22296,4511001400,전라북도 전주시 다가동1가,폐지
22297,4511001500,전라북도 전주시 다가동2가,폐지
22298,4511001600,전라북도 전주시 다가동3가,폐지
22299,4511001700,전라북도 전주시 다가동4가,폐지
22300,4511001800,전라북도 전주시 고사동1가,폐지
22301,4511001900,전라북도 전주시 고사동2가,폐지
22302,4511002000,전라북도 전주시 교동1가,폐지
22303,4511002100,전라북도 전주시 교동2가,폐지
22304,4511002200,전라북도 전주시 태평동,폐지
22305,4511002300,전라북도 전주시 중노송동,폐지
22306,4511002400,전라북도 전주시 동완산동1가,폐지
22307,4511002500,전라북도 전주시 동완산동2가,폐지
22308,4511002600,전라북도 전주시 서완산동1가,폐지
22309,4511002700,전라북도 전주시 서완산동2가,폐지
22310,4511002800,전라북도 전주시 중화산동1가,폐지
22311,4511002900,전라북도 전주시 중화산동2가,폐지
22312,4511003000,전라북도 전주시 진북동,폐지
22313,4511003100,전라북도 전주시 덕진동1가,폐지
22314,4511003200,전라북도 전주시 덕진동2가,폐지
22315,4511003300,전라북도 전주시 우아동1가,폐지
22316,4511003400,전라북도 전주시 우아동2가,폐지
22317,4511003500,전라북도 전주시 우아동3가,폐지
22318,4511003600,전라북도 전주시 호성동1가,폐지
22319,4511003700,전라북도 전주시 호성동2가,폐지
22320,4511003800,전라북도 전주시 호성동3가,폐지
22321,4511003900,전라북도 전주시 전미동1가,폐지
22322,4511004000,전라북도 전주시 전미동2가,폐지
22323,4511004100,전라북도 전주시 평화동1가,폐지
22324,4511004200,전라북도 전주시 평화동2가,폐지
22325,4511004300,전라북도 전주시 평화동3가,폐지
22326,4511004400,전라북도 전주시 삼천동1가,폐지
22327,4511004500,전라북도 전주시 삼천동2가,폐지
22328,4511004600,전라북도 전주시 삼천동3가,폐지
22329,4511004700,전라북도 전주시 효자동1가,폐지
22330,4511004800,전라북도 전주시 효자동2가,폐지
22331,4511004900,전라북도 전주시 효자동3가,폐지
22332,4511005000,전라북도 전주시 팔복동1가,폐지
22333,4511005100,전라북도 전주시 팔복동2가,폐지
22334,4511005200,전라북도 전주시 팔복동3가,폐지
22335,4511005300,전라북도 전주시 송천동1가,폐지
22336,4511005400,전라북도 전주시 송천동2가,폐지
22337,4511010100,전라북도 전주시 중앙동,폐지
22338,4511010200,전라북도 전주시 경원동,폐지
22339,4511010300,전라북도 전주시 풍남동,폐지
22340,4511010400,전라북도 전주시 전동,폐지
22341,4511010500,전라북도 전주시 다가동,폐지
22342,4511010600,전라북도 전주시 고사동,폐지
22343,4511010700,전라북도 전주시 교동,폐지
22344,4511010800,전라북도 전주시 태평동1가,폐지
22345,4511010900,전라북도 전주시 태평동2가,폐지
22346,4511011000,전라북도 전주시 중노송동1가,폐지
22347,4511011100,전라북도 전주시 중노송동2가,폐지
22348,4511011200,전라북도 전주시 남노송동,폐지
22349,4511011300,전라북도 전주시 서노송동,폐지
22350,4511011400,전라북도 전주시 진북1동,폐지
22351,4511011500,전라북도 전주시 진북2동,폐지
22352,4511011600,전라북도 전주시 동완산동,폐지
22353,4511011700,전라북도 전주시 서완산동,폐지
22354,4511011800,전라북도 전주시 동서학동,폐지
22355,4511011900,전라북도 전주시 서서학동,폐지
22356,4511012000,전라북도 전주시 중화산동,폐지
22357,4511012100,전라북도 전주시 인후동1가,폐지
22358,4511012200,전라북도 전주시 인후동2가,폐지
22359,4511012300,전라북도 전주시 덕진동,폐지
22360,4511012400,전라북도 전주시 금암동,폐지
22361,4511012500,전라북도 전주시 서신동,폐지
22362,4511012600,전라북도 전주시 팔복동,폐지
22363,4511012700,전라북도 전주시 우아동,폐지
22364,4511012800,전라북도 전주시 호성동,폐지
22365,4511012900,전라북도 전주시 전미동,폐지
22366,4511013000,전라북도 전주시 평화동,폐지
22367,4511013100,전라북도 전주시 삼천동,폐지
22368,4511013200,전라북도 전주시 효자동,폐지
22369,4511013300,전라북도 전주시 송천동,폐지
22370,4511013400,전라북도 전주시 대성동,폐지
22371,4511013500,전라북도 전주시 색장동,폐지
22372,4511013600,전라북도 전주시 화전동,폐지
22373,4511013700,전라북도 전주시 용정동,폐지
22374,4511013800,전라북도 전주시 성덕동,폐지
22375,4511013900,전라북도 전주시 반월동,폐지
22376,4511014000,전라북도 전주시 원동,폐지
22377,4511014100,전라북도 전주시 고랑동,폐지
22378,4511014200,전라북도 전주시 동산동,폐지
22379,4511014300,전라북도 전주시 여의동,폐지
22380,4511014400,전라북도 전주시 장동,폐지
22381,4511014500,전라북도 전주시 만성동,폐지
22382,4511014600,전라북도 전주시 금상동,폐지
22383,4511014700,전라북도 전주시 산정동,폐지
22384,4511014800,전라북도 전주시 석구동,폐지
22385,4511014900,전라북도 전주시 원당동,폐지
22386,4511015000,전라북도 전주시 중인동,폐지
22387,4511015100,전라북도 전주시 용복동,폐지
22388,4511090100,전라북도 전주시 금암1동,폐지
22389,4511090200,전라북도 전주시 금암2동,폐지
22390,4511090300,전라북도 전주시 남고동,폐지
22391,4511090400,전라북도 전주시 조촌동,폐지
22392,4511100000,전라북도 전주시 완산구,존재
22393,4511100100,전라북도 전주시 완산구 중앙동,폐지
22394,4511100200,전라북도 전주시 완산구 경원동,폐지
22395,4511100300,전라북도 전주시 완산구 풍남동,폐지
22396,4511100400,전라북도 전주시 완산구 전동1가,폐지
22397,4511100500,전라북도 전주시 완산구 전동2가,폐지
22398,4511100600,전라북도 전주시 완산구 다가동,폐지
22399,4511100700,전라북도 전주시 완산구 고사동1가,폐지
22400,4511100800,전라북도 전주시 완산구 고사동2가,폐지
22401,4511100900,전라북도 전주시 완산구 교동1가,폐지
22402,4511101000,전라북도 전주시 완산구 교동2가,폐지
22403,4511101100,전라북도 전주시 완산구 태평동1가,폐지
22404,4511101200,전라북도 전주시 완산구 태평동2가,폐지
22405,4511101300,전라북도 전주시 완산구 중노송동1가,폐지
22406,4511101400,전라북도 전주시 완산구 중노송동2가,폐지
22407,4511101500,전라북도 전주시 완산구 동완산동1가,폐지
22408,4511101600,전라북도 전주시 완산구 동완산동2가,폐지
22409,4511101700,전라북도 전주시 완산구 서완산동,폐지
22410,4511101800,전라북도 전주시 완산구 중화산동,폐지
22411,4511101900,전라북도 전주시 완산구 평화동,폐지
22412,4511102000,전라북도 전주시 완산구 삼천동,폐지
22413,4511102100,전라북도 전주시 완산구 효자동,폐지
22414,4511110100,전라북도 전주시 완산구 중앙동1가,존재
22415,4511110200,전라북도 전주시 완산구 중앙동2가,존재
22416,4511110300,전라북도 전주시 완산구 중앙동3가,존재
22417,4511110400,전라북도 전주시 완산구 중앙동4가,존재
22418,4511110500,전라북도 전주시 완산구 경원동1가,존재
22419,4511110600,전라북도 전주시 완산구 경원동2가,존재
22420,4511110700,전라북도 전주시 완산구 경원동3가,존재
22421,4511110800,전라북도 전주시 완산구 풍남동1가,존재
22422,4511110900,전라북도 전주시 완산구 풍남동2가,존재
22423,4511111000,전라북도 전주시 완산구 풍남동3가,존재
22424,4511111100,전라북도 전주시 완산구 전동,존재
22425,4511111200,전라북도 전주시 완산구 전동3가,존재
22426,4511111300,전라북도 전주시 완산구 다가동1가,존재
22427,4511111400,전라북도 전주시 완산구 다가동2가,존재
22428,4511111500,전라북도 전주시 완산구 다가동3가,존재
22429,4511111600,전라북도 전주시 완산구 다가동4가,존재
22430,4511111700,전라북도 전주시 완산구 고사동,존재
22431,4511111800,전라북도 전주시 완산구 교동,존재
22432,4511111900,전라북도 전주시 완산구 태평동,존재
22433,4511112000,전라북도 전주시 완산구 중노송동,존재
22434,4511112100,전라북도 전주시 완산구 남노송동,존재
22435,4511112200,전라북도 전주시 완산구 동완산동,존재
22436,4511112300,전라북도 전주시 완산구 서완산동1가,존재
22437,4511112400,전라북도 전주시 완산구 서완산동2가,존재
22438,4511112500,전라북도 전주시 완산구 동서학동,존재
22439,4511112600,전라북도 전주시 완산구 서서학동,존재
22440,4511112700,전라북도 전주시 완산구 중화산동1가,존재
22441,4511112800,전라북도 전주시 완산구 중화산동2가,존재
22442,4511112900,전라북도 전주시 완산구 서신동,존재
22443,4511113000,전라북도 전주시 완산구 석구동,존재
22444,4511113100,전라북도 전주시 완산구 원당동,존재
22445,4511113200,전라북도 전주시 완산구 평화동1가,존재
22446,4511113300,전라북도 전주시 완산구 평화동2가,존재
22447,4511113400,전라북도 전주시 완산구 평화동3가,존재
22448,4511113500,전라북도 전주시 완산구 중인동,존재
22449,4511113600,전라북도 전주시 완산구 용복동,존재
22450,4511113700,전라북도 전주시 완산구 삼천동1가,존재
22451,4511113800,전라북도 전주시 완산구 삼천동2가,존재
22452,4511113900,전라북도 전주시 완산구 삼천동3가,존재
22453,4511114000,전라북도 전주시 완산구 효자동1가,존재
22454,4511114100,전라북도 전주시 완산구 효자동2가,존재
22455,4511114200,전라북도 전주시 완산구 효자동3가,존재
22456,4511114300,전라북도 전주시 완산구 대성동,존재
22457,4511114400,전라북도 전주시 완산구 색장동,존재
22458,4511114500,전라북도 전주시 완산구 상림동,존재
22459,4511114600,전라북도 전주시 완산구 중동,폐지
22460,4511114700,전라북도 전주시 완산구 서노송동,존재
22461,4511138000,전라북도 전주시 완산구 삼천동2가,폐지
22462,4511300000,전라북도 전주시 덕진구,존재
22463,4511310100,전라북도 전주시 덕진구 서노송동,폐지
22464,4511310200,전라북도 전주시 덕진구 진북동,존재
22465,4511310300,전라북도 전주시 덕진구 인후동1가,존재
22466,4511310400,전라북도 전주시 덕진구 인후동2가,존재
22467,4511310500,전라북도 전주시 덕진구 덕진동1가,존재
22468,4511310600,전라북도 전주시 덕진구 덕진동2가,존재
22469,4511310700,전라북도 전주시 덕진구 금암동,존재
22470,4511310800,전라북도 전주시 덕진구 팔복동1가,존재
22471,4511310900,전라북도 전주시 덕진구 팔복동2가,존재
22472,4511311000,전라북도 전주시 덕진구 팔복동3가,존재
22473,4511311100,전라북도 전주시 덕진구 산정동,존재
22474,4511311200,전라북도 전주시 덕진구 금상동,존재
22475,4511311300,전라북도 전주시 덕진구 우아동1가,존재
22476,4511311400,전라북도 전주시 덕진구 우아동2가,존재
22477,4511311500,전라북도 전주시 덕진구 우아동3가,존재
22478,4511311600,전라북도 전주시 덕진구 호성동1가,존재
22479,4511311700,전라북도 전주시 덕진구 호성동2가,존재
22480,4511311800,전라북도 전주시 덕진구 호성동3가,존재
22481,4511311900,전라북도 전주시 덕진구 전미동1가,존재
22482,4511312000,전라북도 전주시 덕진구 전미동2가,존재
22483,4511312100,전라북도 전주시 덕진구 송천동1가,존재
22484,4511312200,전라북도 전주시 덕진구 송천동2가,존재
