,법정동코드,법정동명,폐지여부
14979,4371035034,충청북도 청원군 남이면 석판리,폐지
14980,4371035035,충청북도 청원군 남이면 대련리,폐지
14981,4371035036,충청북도 청원군 남이면 가좌리,폐지
14982,4371035037,충청북도 청원군 남이면 양촌리,폐지
14983,4371035038,충청북도 청원군 남이면 가마리,폐지
14984,4371035039,충청북도 청원군 남이면 장성리,폐지
14985,4371035040,충청북도 청원군 남이면 수대리,폐지
14986,4371035041,충청북도 청원군 남이면 부용외천리,폐지
14987,4371036000,충청북도 청원군 문의면,폐지
14988,4371036001,충청북도 청원군 문의면 죽암리,폐지
14989,4371036021,충청북도 청원군 문의면 문산리,폐지
14990,4371036022,충청북도 청원군 문의면 미천리,폐지
14991,4371036023,충청북도 청원군 문의면 남계리,폐지
14992,4371036024,충청북도 청원군 문의면 상장리,폐지
14993,4371036025,충청북도 청원군 문의면 산덕리,폐지
14994,4371036026,충청북도 청원군 문의면 구룡리,폐지
14995,4371036027,충청북도 청원군 문의면 괴곡리,폐지
14996,4371036028,충청북도 청원군 문의면 문덕리,폐지
14997,4371036029,충청북도 청원군 문의면 소전리,폐지
14998,4371036030,충청북도 청원군 문의면 후곡리,폐지
14999,4371036031,충청북도 청원군 문의면 가호리,폐지
15000,4371036032,충청북도 청원군 문의면 신대리,폐지
15001,4371036033,충청북도 청원군 문의면 덕유리,폐지
15002,4371036034,충청북도 청원군 문의면 품곡리,폐지
15003,4371036035,충청북도 청원군 문의면 두모리,폐지
15004,4371036036,충청북도 청원군 문의면 도원리,폐지
15005,4371036037,충청북도 청원군 문의면 등동리,폐지
15006,4371036038,충청북도 청원군 문의면 묘암리,폐지
15007,4371036039,충청북도 청원군 문의면 마구리,폐지
15008,4371036040,충청북도 청원군 문의면 마동리,폐지
15009,4371036041,충청북도 청원군 문의면 염티리,폐지
15010,4371036042,충청북도 청원군 문의면 노현리,폐지
15011,4371037000,충청북도 청원군 현도면,폐지
15012,4371037021,충청북도 청원군 현도면 상삼리,폐지
15013,4371037022,충청북도 청원군 현도면 중삼리,폐지
15014,4371037023,충청북도 청원군 현도면 죽전리,폐지
15015,4371037024,충청북도 청원군 현도면 우록리,폐지
15016,4371037025,충청북도 청원군 현도면 시동리,폐지
15017,4371037026,충청북도 청원군 현도면 선동리,폐지
15018,4371037027,충청북도 청원군 현도면 시목리,폐지
15019,4371037028,충청북도 청원군 현도면 중척리,폐지
15020,4371037029,충청북도 청원군 현도면 하석리,폐지
15021,4371037030,충청북도 청원군 현도면 노산리,폐지
15022,4371037031,충청북도 청원군 현도면 달계리,폐지
15023,4371037032,충청북도 청원군 현도면 매봉리,폐지
15024,4371037033,충청북도 청원군 현도면 양지리,폐지
15025,4371037034,충청북도 청원군 현도면 죽암리,폐지
15026,4371038000,충청북도 청원군 부용면,폐지
15027,4371038021,충청북도 청원군 부용면 부강리,폐지
15028,4371038022,충청북도 청원군 부용면 금호리,폐지
15029,4371038023,충청북도 청원군 부용면 등곡리,폐지
15030,4371038024,충청북도 청원군 부용면 노호리,폐지
15031,4371038025,충청북도 청원군 부용면 외천리,폐지
15032,4371038026,충청북도 청원군 부용면 문곡리,폐지
15033,4371038027,충청북도 청원군 부용면 행산리,폐지
15034,4371038028,충청북도 청원군 부용면 산수리,폐지
15035,4371038029,충청북도 청원군 부용면 갈산리,폐지
15036,4371039000,충청북도 청원군 강내면,폐지
15037,4371039001,충청북도 청원군 강내면 정봉리,폐지
15038,4371039002,충청북도 청원군 강내면 신촌리,폐지
15039,4371039003,충청북도 청원군 강내면 석소리,폐지
15040,4371039004,충청북도 청원군 강내면 부탄리,폐지
15041,4371039021,충청북도 청원군 강내면 연정리,폐지
15042,4371039022,충청북도 청원군 강내면 궁현리,폐지
15043,4371039023,충청북도 청원군 강내면 저산리,폐지
15044,4371039024,충청북도 청원군 강내면 당곡리,폐지
15045,4371039025,충청북도 청원군 강내면 산단리,폐지
15046,4371039026,충청북도 청원군 강내면 다락리,폐지
15047,4371039027,충청북도 청원군 강내면 태성리,폐지
15048,4371039028,충청북도 청원군 강내면 사곡리,폐지
15049,4371039029,충청북도 청원군 강내면 황탄리,폐지
15050,4371039030,충청북도 청원군 강내면 월탄리,폐지
15051,4371039031,충청북도 청원군 강내면 탑연리,폐지
15052,4371039032,충청북도 청원군 강내면 석화리,폐지
15053,4371039033,충청북도 청원군 강내면 사인리,폐지
15054,4371039034,충청북도 청원군 강내면 월곡리,폐지
15055,4371039035,충청북도 청원군 강내면 학천리,폐지
15056,4371040000,충청북도 청원군 강외면,폐지
15057,4371040021,충청북도 청원군 강외면 호계리,폐지
15058,4371040022,충청북도 청원군 강외면 상정리,폐지
15059,4371040023,충청북도 청원군 강외면 공북리,폐지
15060,4371040024,충청북도 청원군 강외면 쌍청리,폐지
15061,4371040025,충청북도 청원군 강외면 만수리,폐지
15062,4371040026,충청북도 청원군 강외면 연제리,폐지
15063,4371040027,충청북도 청원군 강외면 궁평리,폐지
15064,4371040028,충청북도 청원군 강외면 오송리,폐지
15065,4371040029,충청북도 청원군 강외면 동평리,폐지
15066,4371040030,충청북도 청원군 강외면 서평리,폐지
15067,4371040031,충청북도 청원군 강외면 봉산리,폐지
15068,4371040032,충청북도 청원군 강외면 정중리,폐지
15069,4371040033,충청북도 청원군 강외면 상봉리,폐지
15070,4371040034,충청북도 청원군 강외면 심중리,폐지
15071,4371041000,충청북도 청원군 옥산면,폐지
15072,4371041021,충청북도 청원군 옥산면 오산리,폐지
15073,4371041022,충청북도 청원군 옥산면 덕촌리,폐지
15074,4371041023,충청북도 청원군 옥산면 신촌리,폐지
15075,4371041024,충청북도 청원군 옥산면 환희리,폐지
15076,4371041025,충청북도 청원군 옥산면 가락리,폐지
15077,4371041026,충청북도 청원군 옥산면 동림리,폐지
15078,4371041027,충청북도 청원군 옥산면 금계리,폐지
15079,4371041028,충청북도 청원군 옥산면 장동리,폐지
15080,4371041029,충청북도 청원군 옥산면 사정리,폐지
15081,4371041030,충청북도 청원군 옥산면 수락리,폐지
15082,4371041031,충청북도 청원군 옥산면 장남리,폐지
15083,4371041032,충청북도 청원군 옥산면 호죽리,폐지
15084,4371041033,충청북도 청원군 옥산면 남촌리,폐지
15085,4371041034,충청북도 청원군 옥산면 소로리,폐지
15086,4371041035,충청북도 청원군 옥산면 국사리,폐지
15087,4371042000,충청북도 청원군 오창면,폐지
15088,4371042021,충청북도 청원군 오창면 여천리,폐지
15089,4371042022,충청북도 청원군 오창면 화산리(華山),폐지
15090,4371042023,충청북도 청원군 오창면 유리,폐지
15091,4371042024,충청북도 청원군 오창면 일신리,폐지
15092,4371042025,충청북도 청원군 오창면 모정리,폐지
15093,4371042026,충청북도 청원군 오창면 학소리,폐지
15094,4371042027,충청북도 청원군 오창면 원리,폐지
15095,4371042028,충청북도 청원군 오창면 복현리,폐지
15096,4371042029,충청북도 청원군 오창면 양지리,폐지
15097,4371042030,충청북도 청원군 오창면 장대리,폐지
15098,4371042031,충청북도 청원군 오창면 창리,폐지
15099,4371042032,충청북도 청원군 오창면 주성리,폐지
15100,4371042033,충청북도 청원군 오창면 송대리,폐지
15101,4371042034,충청북도 청원군 오창면 도암리,폐지
15102,4371042035,충청북도 청원군 오창면 괴정리,폐지
15103,4371042036,충청북도 청원군 오창면 가곡리,폐지
15104,4371042037,충청북도 청원군 오창면 석우리,폐지
15105,4371042038,충청북도 청원군 오창면 상평리,폐지
15106,4371042039,충청북도 청원군 오창면 기암리,폐지
15107,4371042040,충청북도 청원군 오창면 탑리,폐지
15108,4371042041,충청북도 청원군 오창면 농소리,폐지
15109,4371042042,충청북도 청원군 오창면 신평리,폐지
15110,4371042043,충청북도 청원군 오창면 중신리,폐지
15111,4371042044,충청북도 청원군 오창면 각리,폐지
15112,4371042045,충청북도 청원군 오창면 양청리,폐지
15113,4371042046,충청북도 청원군 오창면 구룡리,폐지
15114,4371042047,충청북도 청원군 오창면 성산리,폐지
15115,4371042048,충청북도 청원군 오창면 후기리,폐지
15116,4371042049,충청북도 청원군 오창면 용두리,폐지
15117,4371042050,충청북도 청원군 오창면 화산리(花山),폐지
15118,4371042051,충청북도 청원군 오창면 가좌리,폐지
15119,4371042052,충청북도 청원군 오창면 두릉리,폐지
15120,4371042053,충청북도 청원군 오창면 성재리,폐지
15121,4371042054,충청북도 청원군 오창면 백현리,폐지
15122,4371043000,충청북도 청원군 북이면,폐지
15123,4371043001,충청북도 청원군 북이면 학평리,폐지
15124,4371043002,충청북도 청원군 북이면 초중리,폐지
15125,4371043021,충청북도 청원군 북이면 신기리,폐지
15126,4371043022,충청북도 청원군 북이면 신대리,폐지
15127,4371043023,충청북도 청원군 북이면 현암리,폐지
15128,4371043024,충청북도 청원군 북이면 서당리,폐지
15129,4371043025,충청북도 청원군 북이면 대길리,폐지
15130,4371043026,충청북도 청원군 북이면 석화리,폐지
15131,4371043027,충청북도 청원군 북이면 영하리,폐지
15132,4371043028,충청북도 청원군 북이면 선암리,폐지
15133,4371043029,충청북도 청원군 북이면 호명리,폐지
15134,4371043030,충청북도 청원군 북이면 부연리,폐지
15135,4371043031,충청북도 청원군 북이면 토성리,폐지
15136,4371043032,충청북도 청원군 북이면 장재리,폐지
15137,4371043033,충청북도 청원군 북이면 금암리,폐지
15138,4371043034,충청북도 청원군 북이면 광암리,폐지
15139,4371043035,충청북도 청원군 북이면 금대리,폐지
15140,4371043036,충청북도 청원군 북이면 옥수리,폐지
15141,4371043037,충청북도 청원군 북이면 내추리,폐지
15142,4371043038,충청북도 청원군 북이면 추학리,폐지
15143,4371043039,충청북도 청원군 북이면 장양리,폐지
15144,4371043040,충청북도 청원군 북이면 용계리,폐지
15145,4371043041,충청북도 청원군 북이면 대율리,폐지
15146,4371043042,충청북도 청원군 북이면 석성리,폐지
15147,4371043043,충청북도 청원군 북이면 내둔리,폐지
15148,4371043044,충청북도 청원군 북이면 화상리,폐지
15149,4371043045,충청북도 청원군 북이면 화하리,폐지
15150,4371043046,충청북도 청원군 북이면 송정리,폐지
15151,4371044000,충청북도 청원군 북일면,폐지
15152,4371044021,충청북도 청원군 북일면 마산리,폐지
15153,4371044022,충청북도 청원군 북일면 내수리,폐지
15154,4371044023,충청북도 청원군 북일면 풍정리,폐지
15155,4371044024,충청북도 청원군 북일면 덕암리,폐지
15156,4371044025,충청북도 청원군 북일면 도원리,폐지
15157,4371044026,충청북도 청원군 북일면 형동리,폐지
15158,4371044027,충청북도 청원군 북일면 세교리,폐지
15159,4371044028,충청북도 청원군 북일면 비상리,폐지
15160,4371044029,충청북도 청원군 북일면 저곡리,폐지
15161,4371044030,충청북도 청원군 북일면 우산리,폐지
15162,4371044031,충청북도 청원군 북일면 초정리,폐지
15163,4371044032,충청북도 청원군 북일면 비중리,폐지
15164,4371044033,충청북도 청원군 북일면 구성리,폐지
15165,4371044034,충청북도 청원군 북일면 국동리,폐지
15166,4371044035,충청북도 청원군 북일면 묵방리,폐지
15167,4371044036,충청북도 청원군 북일면 은곡리,폐지
15168,4371044037,충청북도 청원군 북일면 원통리,폐지
15169,4371044038,충청북도 청원군 북일면 신안리,폐지
15170,4371044039,충청북도 청원군 북일면 입동리,폐지
15171,4371044040,충청북도 청원군 북일면 입상리,폐지
15172,4371044041,충청북도 청원군 북일면 외평리,폐지
15173,4371044042,충청북도 청원군 북일면 외남리,폐지
15174,4371044043,충청북도 청원군 북일면 오동리,폐지
15175,4371044044,충청북도 청원군 북일면 외하리,폐지
15176,4371044045,충청북도 청원군 북일면 정북리,폐지
15177,4371044046,충청북도 청원군 북일면 정상리,폐지
15178,4371044047,충청북도 청원군 북일면 정하리,폐지
15179,4371044048,충청북도 청원군 북일면 주중리,폐지
15180,4371044049,충청북도 청원군 북일면 주성리,폐지
15181,4371044050,충청북도 청원군 북일면 학평리,폐지
15182,4372000000,충청북도 보은군,존재
15183,4372003000,충청북도 보은군 보은면,폐지
15184,4372003001,충청북도 보은군 보은면 삼산리,폐지
15185,4372003002,충청북도 보은군 보은면 죽전리,폐지
15186,4372003003,충청북도 보은군 보은면 장신리,폐지
15187,4372003004,충청북도 보은군 보은면 교사리,폐지
15188,4372003005,충청북도 보은군 보은면 수정리,폐지
15189,4372003006,충청북도 보은군 보은면 지산리,폐지
15190,4372003007,충청북도 보은군 보은면 금굴리,폐지
15191,4372003008,충청북도 보은군 보은면 월송리,폐지
15192,4372003009,충청북도 보은군 보은면 어암리,폐지
15193,4372003010,충청북도 보은군 보은면 성주리,폐지
15194,4372003011,충청북도 보은군 보은면 이평리,폐지
15195,4372003012,충청북도 보은군 보은면 길상리,폐지
15196,4372003013,충청북도 보은군 보은면 대야리,폐지
15197,4372003014,충청북도 보은군 보은면 누저리,폐지
15198,4372003015,충청북도 보은군 보은면 강신리,폐지
15199,4372003016,충청북도 보은군 보은면 성족리,폐지
15200,4372003017,충청북도 보은군 보은면 종곡리,폐지
15201,4372003018,충청북도 보은군 보은면 학림리,폐지
15202,4372003019,충청북도 보은군 보은면 강산리,폐지
15203,4372003020,충청북도 보은군 보은면 중동리,폐지
15204,4372003021,충청북도 보은군 보은면 신함리,폐지
15205,4372003022,충청북도 보은군 보은면 풍취리,폐지
15206,4372003023,충청북도 보은군 보은면 중초리,폐지
15207,4372003024,충청북도 보은군 보은면 노티리,폐지
15208,4372003025,충청북도 보은군 보은면 용암리,폐지
15209,4372003026,충청북도 보은군 보은면 봉평리,폐지
15210,4372003027,충청북도 보은군 보은면 산성리,폐지
15211,4372003028,충청북도 보은군 보은면 장속리,폐지
15212,4372003029,충청북도 보은군 보은면 누청리,폐지
15213,4372025000,충청북도 보은군 보은읍,존재
15214,4372025001,충청북도 보은군 보은읍 누저리,폐지
15215,4372025021,충청북도 보은군 보은읍 삼산리,존재
15216,4372025022,충청북도 보은군 보은읍 죽전리,존재
15217,4372025023,충청북도 보은군 보은읍 장신리,존재
15218,4372025024,충청북도 보은군 보은읍 교사리,존재
15219,4372025025,충청북도 보은군 보은읍 수정리,존재
15220,4372025026,충청북도 보은군 보은읍 지산리,존재
15221,4372025027,충청북도 보은군 보은읍 금굴리,존재
15222,4372025028,충청북도 보은군 보은읍 월송리,존재
15223,4372025029,충청북도 보은군 보은읍 어암리,존재
15224,4372025030,충청북도 보은군 보은읍 성주리,존재
15225,4372025031,충청북도 보은군 보은읍 이평리,존재
15226,4372025032,충청북도 보은군 보은읍 길상리,존재
15227,4372025033,충청북도 보은군 보은읍 대야리,존재
15228,4372025034,충청북도 보은군 보은읍 누청리,존재
15229,4372025035,충청북도 보은군 보은읍 강신리,존재
15230,4372025036,충청북도 보은군 보은읍 성족리,존재
15231,4372025037,충청북도 보은군 보은읍 종곡리,존재
15232,4372025038,충청북도 보은군 보은읍 학림리,존재
15233,4372025039,충청북도 보은군 보은읍 강산리,존재
15234,4372025040,충청북도 보은군 보은읍 중동리,존재
15235,4372025041,충청북도 보은군 보은읍 신함리,존재
15236,4372025042,충청북도 보은군 보은읍 풍취리,존재
15237,4372025043,충청북도 보은군 보은읍 산성리,존재
15238,4372025044,충청북도 보은군 보은읍 중초리,존재
15239,4372025045,충청북도 보은군 보은읍 노티리,존재
15240,4372025046,충청북도 보은군 보은읍 용암리,존재
15241,4372025047,충청북도 보은군 보은읍 봉평리,존재
15242,4372025048,충청북도 보은군 보은읍 장속리,존재
15243,4372031000,충청북도 보은군 내속리면,폐지
15244,4372031001,충청북도 보은군 내속리면 묘막리,폐지
15245,4372031021,충청북도 보은군 내속리면 상판리,폐지
15246,4372031022,충청북도 보은군 내속리면 갈목리,폐지
15247,4372031023,충청북도 보은군 내속리면 중판리,폐지
15248,4372031024,충청북도 보은군 내속리면 하판리,폐지
15249,4372031025,충청북도 보은군 내속리면 북암리,폐지
15250,4372031026,충청북도 보은군 내속리면 백현리,폐지
15251,4372031027,충청북도 보은군 내속리면 사내리,폐지
15252,4372031028,충청북도 보은군 내속리면 삼가리,폐지
15253,4372031029,충청북도 보은군 내속리면 구병리,폐지
15254,4372031030,충청북도 보은군 내속리면 대목리,폐지
15255,4372031031,충청북도 보은군 내속리면 만수리,폐지
15256,4372031500,충청북도 보은군 속리산면,존재
15257,4372031521,충청북도 보은군 속리산면 상판리,존재
15258,4372031522,충청북도 보은군 속리산면 갈목리,존재
15259,4372031523,충청북도 보은군 속리산면 중판리,존재
15260,4372031524,충청북도 보은군 속리산면 하판리,존재
15261,4372031525,충청북도 보은군 속리산면 북암리,존재
15262,4372031526,충청북도 보은군 속리산면 백현리,존재
15263,4372031527,충청북도 보은군 속리산면 사내리,존재
15264,4372031528,충청북도 보은군 속리산면 삼가리,존재
15265,4372031529,충청북도 보은군 속리산면 구병리,존재
15266,4372031530,충청북도 보은군 속리산면 도화리,존재
15267,4372031531,충청북도 보은군 속리산면 만수리,존재
15268,4372032000,충청북도 보은군 외속리면,폐지
15269,4372032021,충청북도 보은군 외속리면 장내리,폐지
15270,4372032022,충청북도 보은군 외속리면 서원리,폐지
15271,4372032023,충청북도 보은군 외속리면 하개리,폐지
15272,4372032024,충청북도 보은군 외속리면 황곡리,폐지
15273,4372032025,충청북도 보은군 외속리면 봉비리,폐지
15274,4372032026,충청북도 보은군 외속리면 불목리,폐지
15275,4372032027,충청북도 보은군 외속리면 오창리,폐지
15276,4372032028,충청북도 보은군 외속리면 장재리,폐지
15277,4372032029,충청북도 보은군 외속리면 구인리,폐지
15278,4372032500,충청북도 보은군 장안면,존재
15279,4372032521,충청북도 보은군 장안면 장내리,폐지
15280,4372032522,충청북도 보은군 장안면 서원리,존재
15281,4372032523,충청북도 보은군 장안면 개안리,존재
15282,4372032524,충청북도 보은군 장안면 황곡리,존재
15283,4372032525,충청북도 보은군 장안면 봉비리,존재
15284,4372032526,충청북도 보은군 장안면 불목리,존재
15285,4372032527,충청북도 보은군 장안면 오창리,존재
15286,4372032528,충청북도 보은군 장안면 장재리,존재
15287,4372032529,충청북도 보은군 장안면 구인리,존재
15288,4372032530,충청북도 보은군 장안면 장안리,존재
15289,4372033000,충청북도 보은군 마로면,존재
15290,4372033021,충청북도 보은군 마로면 관기리,존재
15291,4372033022,충청북도 보은군 마로면 수문리,존재
15292,4372033023,충청북도 보은군 마로면 오천리,존재
15293,4372033024,충청북도 보은군 마로면 세중리,존재
15294,4372033025,충청북도 보은군 마로면 변둔리,존재
15295,4372033026,충청북도 보은군 마로면 소여리,존재
15296,4372033027,충청북도 보은군 마로면 적암리,존재
15297,4372033028,충청북도 보은군 마로면 송현리,존재
15298,4372033029,충청북도 보은군 마로면 기대리,존재
15299,4372033030,충청북도 보은군 마로면 원정리,존재
15300,4372033031,충청북도 보은군 마로면 갈전리,존재
15301,4372033032,충청북도 보은군 마로면 한중리,존재
15302,4372033033,충청북도 보은군 마로면 임곡리,존재
15303,4372033034,충청북도 보은군 마로면 갈평리,존재
15304,4372034000,충청북도 보은군 탄부면,존재
15305,4372034021,충청북도 보은군 탄부면 하장리,존재
15306,4372034022,충청북도 보은군 탄부면 구암리,존재
15307,4372034023,충청북도 보은군 탄부면 성지리,존재
15308,4372034024,충청북도 보은군 탄부면 덕동리,존재
15309,4372034025,충청북도 보은군 탄부면 매화리,존재
15310,4372034026,충청북도 보은군 탄부면 고승리,존재
15311,4372034027,충청북도 보은군 탄부면 상장리,존재
15312,4372034028,충청북도 보은군 탄부면 대양리,존재
15313,4372034029,충청북도 보은군 탄부면 벽지리,존재
15314,4372034030,충청북도 보은군 탄부면 장암리,존재
15315,4372034031,충청북도 보은군 탄부면 사직리,존재
15316,4372034032,충청북도 보은군 탄부면 평각리,존재
15317,4372034033,충청북도 보은군 탄부면 임한리,존재
15318,4372035000,충청북도 보은군 삼승면,존재
15319,4372035021,충청북도 보은군 삼승면 원남리,존재
15320,4372035022,충청북도 보은군 삼승면 내망리,존재
15321,4372035023,충청북도 보은군 삼승면 탄금리,존재
15322,4372035024,충청북도 보은군 삼승면 달산리,존재
15323,4372035025,충청북도 보은군 삼승면 송죽리,존재
15324,4372035026,충청북도 보은군 삼승면 선곡리,존재
15325,4372035027,충청북도 보은군 삼승면 천남리,존재
15326,4372035028,충청북도 보은군 삼승면 상가리,존재
15327,4372035029,충청북도 보은군 삼승면 우진리,존재
15328,4372035030,충청북도 보은군 삼승면 둔덕리,존재
15329,4372035031,충청북도 보은군 삼승면 서원리,존재
15330,4372036000,충청북도 보은군 수한면,존재
15331,4372036021,충청북도 보은군 수한면 병원리,존재
15332,4372036022,충청북도 보은군 수한면 교암리,존재
15333,4372036023,충청북도 보은군 수한면 발산리,존재
15334,4372036024,충청북도 보은군 수한면 소계리,존재
15335,4372036025,충청북도 보은군 수한면 거현리,존재
15336,4372036026,충청북도 보은군 수한면 질신리,존재
15337,4372036027,충청북도 보은군 수한면 오정리,존재
15338,4372036028,충청북도 보은군 수한면 차정리,존재
15339,4372036029,충청북도 보은군 수한면 후평리,존재
15340,4372036030,충청북도 보은군 수한면 성리,존재
15341,4372036031,충청북도 보은군 수한면 묘서리,존재
15342,4372036032,충청북도 보은군 수한면 광촌리,존재
15343,4372036033,충청북도 보은군 수한면 장선리,존재
15344,4372036034,충청북도 보은군 수한면 동정리,존재
15345,4372036035,충청북도 보은군 수한면 산척리,존재
15346,4372036036,충청북도 보은군 수한면 율산리,존재
15347,4372036037,충청북도 보은군 수한면 노성리,존재
15348,4372037000,충청북도 보은군 회남면,존재
15349,4372037001,충청북도 보은군 회남면 노성리,폐지
15350,4372037021,충청북도 보은군 회남면 신곡리,존재
15351,4372037022,충청북도 보은군 회남면 금곡리,존재
15352,4372037023,충청북도 보은군 회남면 조곡리,존재
15353,4372037024,충청북도 보은군 회남면 용호리,존재
15354,4372037025,충청북도 보은군 회남면 은운리,존재
15355,4372037026,충청북도 보은군 회남면 송포리,존재
15356,4372037027,충청북도 보은군 회남면 법수리,존재
15357,4372037028,충청북도 보은군 회남면 신추리,존재
15358,4372037029,충청북도 보은군 회남면 거교리,존재
15359,4372037030,충청북도 보은군 회남면 판장리,폐지
15360,4372037031,충청북도 보은군 회남면 분저리,존재
15361,4372037032,충청북도 보은군 회남면 서탄리,존재
15362,4372037033,충청북도 보은군 회남면 산수리,존재
15363,4372037034,충청북도 보은군 회남면 매산리,존재
15364,4372037035,충청북도 보은군 회남면 어성리,존재
15365,4372037036,충청북도 보은군 회남면 염티리,폐지
15366,4372037037,충청북도 보은군 회남면 사음리,존재
15367,4372037038,충청북도 보은군 회남면 사탄리,존재
15368,4372037039,충청북도 보은군 회남면 남대문리,존재
15369,4372037040,충청북도 보은군 회남면 광포리,존재
15370,4372038000,충청북도 보은군 회북면,폐지
15371,4372038001,충청북도 보은군 회북면 율산리,폐지
15372,4372038002,충청북도 보은군 회북면 세촌리,폐지
15373,4372038003,충청북도 보은군 회북면 마동리,폐지
15374,4372038021,충청북도 보은군 회북면 중앙리,폐지
15375,4372038022,충청북도 보은군 회북면 용촌리,폐지
15376,4372038023,충청북도 보은군 회북면 신문리,폐지
15377,4372038024,충청북도 보은군 회북면 쌍암리,폐지
15378,4372038025,충청북도 보은군 회북면 갈티리,폐지
15379,4372038026,충청북도 보은군 회북면 건천리,폐지
15380,4372038027,충청북도 보은군 회북면 부수리,폐지
15381,4372038028,충청북도 보은군 회북면 송평리,폐지
15382,4372038029,충청북도 보은군 회북면 오동리,폐지
15383,4372038030,충청북도 보은군 회북면 고석리,폐지
15384,4372038031,충청북도 보은군 회북면 애곡리,폐지
15385,4372038032,충청북도 보은군 회북면 눌곡리,폐지
15386,4372038033,충청북도 보은군 회북면 죽암리,폐지
15387,4372038035,충청북도 보은군 회북면 묘암리,폐지
15388,4372038036,충청북도 보은군 회북면 마구리,폐지
15389,4372038037,충청북도 보은군 회북면 신대리,폐지
15390,4372038038,충청북도 보은군 회북면 용곡리,폐지
15391,4372038500,충청북도 보은군 회인면,존재
15392,4372038521,충청북도 보은군 회인면 중앙리,존재
15393,4372038522,충청북도 보은군 회인면 용촌리,존재
15394,4372038523,충청북도 보은군 회인면 신문리,존재
15395,4372038524,충청북도 보은군 회인면 쌍암리,존재
15396,4372038525,충청북도 보은군 회인면 갈티리,존재
15397,4372038526,충청북도 보은군 회인면 건천리,존재
15398,4372038527,충청북도 보은군 회인면 부수리,존재
15399,4372038528,충청북도 보은군 회인면 송평리,존재
15400,4372038529,충청북도 보은군 회인면 오동리,존재
15401,4372038530,충청북도 보은군 회인면 고석리,존재
15402,4372038531,충청북도 보은군 회인면 애곡리,존재
15403,4372038532,충청북도 보은군 회인면 눌곡리,존재
15404,4372038533,충청북도 보은군 회인면 죽암리,존재
15405,4372038534,충청북도 보은군 회인면 신대리,존재
15406,4372038535,충청북도 보은군 회인면 용곡리,존재
15407,4372039000,충청북도 보은군 내북면,존재
15408,4372039001,충청북도 보은군 내북면 중초리,폐지
15409,4372039002,충청북도 보은군 내북면 산성리,폐지
15410,4372039003,충청북도 보은군 내북면 노티리,폐지
15411,4372039004,충청북도 보은군 내북면 용암리,폐지
15412,4372039005,충청북도 보은군 내북면 봉평리,폐지
15413,4372039006,충청북도 보은군 내북면 장속리,폐지
15414,4372039021,충청북도 보은군 내북면 이원리,존재
15415,4372039022,충청북도 보은군 내북면 성티리,존재
15416,4372039023,충청북도 보은군 내북면 봉황리,존재
15417,4372039024,충청북도 보은군 내북면 창리,존재
15418,4372039025,충청북도 보은군 내북면 도원리,존재
15419,4372039026,충청북도 보은군 내북면 염둔리,존재
15420,4372039027,충청북도 보은군 내북면 대안리,존재
15421,4372039028,충청북도 보은군 내북면 용수리,존재
15422,4372039029,충청북도 보은군 내북면 적음리,존재
15423,4372039030,충청북도 보은군 내북면 성암리,존재
15424,4372039031,충청북도 보은군 내북면 동산리,존재
15425,4372039032,충청북도 보은군 내북면 화전리,존재
15426,4372039033,충청북도 보은군 내북면 법주리,존재
15427,4372039034,충청북도 보은군 내북면 아곡리,존재
15428,4372039035,충청북도 보은군 내북면 상궁리,존재
15429,4372039036,충청북도 보은군 내북면 신궁리,존재
15430,4372039037,충청북도 보은군 내북면 하궁리,존재
15431,4372039038,충청북도 보은군 내북면 두평리,존재
15432,4372039039,충청북도 보은군 내북면 서지리,존재
15433,4372039040,충청북도 보은군 내북면 세촌리,존재
15434,4372040000,충청북도 보은군 산외면,존재
15435,4372040021,충청북도 보은군 산외면 구티리,존재
15436,4372040022,충청북도 보은군 산외면 봉계리,존재
15437,4372040023,충청북도 보은군 산외면 문암리,존재
15438,4372040024,충청북도 보은군 산외면 장갑리,존재
15439,4372040025,충청북도 보은군 산외면 대원리,존재
15440,4372040026,충청북도 보은군 산외면 탁주리,존재
15441,4372040027,충청북도 보은군 산외면 오대리,존재
15442,4372040028,충청북도 보은군 산외면 가고리,존재
15443,4372040029,충청북도 보은군 산외면 아시리,존재
15444,4372040030,충청북도 보은군 산외면 백석리,존재
15445,4372040031,충청북도 보은군 산외면 신정리,존재
15446,4372040032,충청북도 보은군 산외면 동화리,존재
15447,4372040033,충청북도 보은군 산외면 원평리,존재
15448,4372040034,충청북도 보은군 산외면 산대리,존재
15449,4372040035,충청북도 보은군 산외면 어온리,존재
15450,4372040036,충청북도 보은군 산외면 이식리,존재
15451,4372040037,충청북도 보은군 산외면 길탕리,존재
15452,4372040038,충청북도 보은군 산외면 중티리,존재
15453,4373000000,충청북도 옥천군,존재
15454,4373025000,충청북도 옥천군 옥천읍,존재
15455,4373025021,충청북도 옥천군 옥천읍 죽향리,존재
15456,4373025022,충청북도 옥천군 옥천읍 문정리,존재
15457,4373025023,충청북도 옥천군 옥천읍 상계리,존재
15458,4373025024,충청북도 옥천군 옥천읍 하계리,존재
15459,4373025025,충청북도 옥천군 옥천읍 교동리,존재
15460,4373025026,충청북도 옥천군 옥천읍 동안리,존재
15461,4373025027,충청북도 옥천군 옥천읍 수북리,존재
